match_id,matchup_id,game_number,competitor,repetition,checkpoint_path,seat,points,pudding,opponent_competitor,opponent_repetition,opponent_points,opponent_pudding,opponent_competitors,opponent_repetitions,opponent_points_all,opponent_puddings,outcome
match_001504,matchup_0016,4,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,0,49,2,variable_2_4,1,57,3,variable_2_4|variable_encoder_2_4,1|1,57|51,3|0,loss
match_001504,matchup_0016,4,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,57,3,variable_encoder_2_4,3,49,2,variable_encoder_2_4|variable_encoder_2_4,3|1,49|51,2|0,win
match_001504,matchup_0016,4,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,2,51,0,variable_encoder_2_4,3,49,2,variable_encoder_2_4|variable_2_4,3|1,49|57,2|3,loss
match_001505,matchup_0016,5,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,49,4,variable_encoder_2_4,1,43,1,variable_encoder_2_4|variable_encoder_2_4,1|3,43|49,1|4,tie
match_001505,matchup_0016,5,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,43,1,variable_2_4,1,49,4,variable_2_4|variable_encoder_2_4,1|3,49|49,4|4,loss
match_001505,matchup_0016,5,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,49,4,variable_2_4,1,49,4,variable_2_4|variable_encoder_2_4,1|1,49|43,4|1,tie
match_001506,matchup_0016,6,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,0,41,1,variable_encoder_2_4,1,43,3,variable_encoder_2_4|variable_2_4,1|1,43|47,3|3,loss
match_001506,matchup_0016,6,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,43,3,variable_encoder_2_4,3,41,1,variable_encoder_2_4|variable_2_4,3|1,41|47,1|3,loss
match_001506,matchup_0016,6,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,2,47,3,variable_encoder_2_4,3,41,1,variable_encoder_2_4|variable_encoder_2_4,3|1,41|43,1|3,win
match_001507,matchup_0016,7,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,0,55,3,variable_encoder_2_4,1,47,3,variable_encoder_2_4|variable_2_4,1|1,47|55,3|1,win
match_001507,matchup_0016,7,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,47,3,variable_encoder_2_4,3,55,3,variable_encoder_2_4|variable_2_4,3|1,55|55,3|1,loss
match_001507,matchup_0016,7,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,2,55,1,variable_encoder_2_4,3,55,3,variable_encoder_2_4|variable_encoder_2_4,3|1,55|47,3|3,loss
match_001508,matchup_0016,8,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,0,55,1,variable_encoder_2_4,1,48,4,variable_encoder_2_4|variable_2_4,1|1,48|42,4|4,win
match_001508,matchup_0016,8,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,48,4,variable_encoder_2_4,3,55,1,variable_encoder_2_4|variable_2_4,3|1,55|42,1|4,loss
match_001508,matchup_0016,8,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,2,42,4,variable_encoder_2_4,3,55,1,variable_encoder_2_4|variable_encoder_2_4,3|1,55|48,1|4,loss
match_001509,matchup_0016,9,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,51,3,variable_encoder_2_4,1,46,3,variable_encoder_2_4|variable_encoder_2_4,1|3,46|52,3|0,loss
match_001509,matchup_0016,9,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,46,3,variable_2_4,1,51,3,variable_2_4|variable_encoder_2_4,1|3,51|52,3|0,loss
match_001509,matchup_0016,9,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,52,0,variable_2_4,1,51,3,variable_2_4|variable_encoder_2_4,1|1,51|46,3|3,win
match_001510,matchup_0016,10,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,0,48,1,variable_encoder_2_4,1,47,4,variable_encoder_2_4|variable_2_4,1|1,47|46,4|3,win
match_001510,matchup_0016,10,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,47,4,variable_encoder_2_4,3,48,1,variable_encoder_2_4|variable_2_4,3|1,48|46,1|3,loss
match_001510,matchup_0016,10,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,2,46,3,variable_encoder_2_4,3,48,1,variable_encoder_2_4|variable_encoder_2_4,3|1,48|47,1|4,loss
match_001511,matchup_0016,11,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,0,42,0,variable_2_4,1,47,6,variable_2_4|variable_encoder_2_4,1|1,47|49,6|1,loss
match_001511,matchup_0016,11,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,47,6,variable_encoder_2_4,3,42,0,variable_encoder_2_4|variable_encoder_2_4,3|1,42|49,0|1,loss
match_001511,matchup_0016,11,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,2,49,1,variable_encoder_2_4,3,42,0,variable_encoder_2_4|variable_2_4,3|1,42|47,0|6,win
match_001512,matchup_0016,12,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,0,44,3,variable_encoder_2_4,1,44,3,variable_encoder_2_4|variable_2_4,1|1,44|40,3|1,tie
match_001512,matchup_0016,12,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,44,3,variable_encoder_2_4,3,44,3,variable_encoder_2_4|variable_2_4,3|1,44|40,3|1,tie
match_001512,matchup_0016,12,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,2,40,1,variable_encoder_2_4,3,44,3,variable_encoder_2_4|variable_encoder_2_4,3|1,44|44,3|3,loss
match_001513,matchup_0016,13,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,41,2,variable_encoder_2_4,1,50,2,variable_encoder_2_4|variable_encoder_2_4,1|3,50|47,2|4,loss
match_001513,matchup_0016,13,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,50,2,variable_2_4,1,41,2,variable_2_4|variable_encoder_2_4,1|3,41|47,2|4,win
match_001513,matchup_0016,13,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,47,4,variable_2_4,1,41,2,variable_2_4|variable_encoder_2_4,1|1,41|50,2|2,loss
match_001514,matchup_0016,14,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,0,50,3,variable_2_4,1,32,2,variable_2_4|variable_encoder_2_4,1|3,32|41,2|4,win
match_001514,matchup_0016,14,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,32,2,variable_encoder_2_4,1,50,3,variable_encoder_2_4|variable_encoder_2_4,1|3,50|41,3|4,loss
match_001514,matchup_0016,14,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,41,4,variable_encoder_2_4,1,50,3,variable_encoder_2_4|variable_2_4,1|1,50|32,3|2,loss
match_001515,matchup_0016,15,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,0,53,3,variable_2_4,1,44,2,variable_2_4|variable_encoder_2_4,1|3,44|53,2|3,tie
match_001515,matchup_0016,15,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,44,2,variable_encoder_2_4,1,53,3,variable_encoder_2_4|variable_encoder_2_4,1|3,53|53,3|3,loss
match_001515,matchup_0016,15,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,53,3,variable_encoder_2_4,1,53,3,variable_encoder_2_4|variable_2_4,1|1,53|44,3|2,tie
match_001516,matchup_0016,16,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,43,1,variable_encoder_2_4,1,51,3,variable_encoder_2_4|variable_encoder_2_4,1|3,51|53,3|3,loss
match_001516,matchup_0016,16,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,51,3,variable_2_4,1,43,1,variable_2_4|variable_encoder_2_4,1|3,43|53,1|3,loss
match_001516,matchup_0016,16,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,53,3,variable_2_4,1,43,1,variable_2_4|variable_encoder_2_4,1|1,43|51,1|3,win
match_001517,matchup_0016,17,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,48,3,variable_encoder_2_4,1,37,2,variable_encoder_2_4|variable_encoder_2_4,1|3,37|41,2|3,win
match_001517,matchup_0016,17,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,37,2,variable_2_4,1,48,3,variable_2_4|variable_encoder_2_4,1|3,48|41,3|3,loss
match_001517,matchup_0016,17,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,41,3,variable_2_4,1,48,3,variable_2_4|variable_encoder_2_4,1|1,48|37,3|2,loss
match_001518,matchup_0016,18,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,44,4,variable_encoder_2_4,3,48,1,variable_encoder_2_4|variable_encoder_2_4,3|1,48|54,1|1,loss
match_001518,matchup_0016,18,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,1,48,1,variable_2_4,1,44,4,variable_2_4|variable_encoder_2_4,1|1,44|54,4|1,loss
match_001518,matchup_0016,18,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,2,54,1,variable_2_4,1,44,4,variable_2_4|variable_encoder_2_4,1|3,44|48,4|1,win
match_001519,matchup_0016,19,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,36,4,variable_encoder_2_4,1,40,0,variable_encoder_2_4|variable_encoder_2_4,1|3,40|44,0|6,loss
match_001519,matchup_0016,19,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,40,0,variable_2_4,1,36,4,variable_2_4|variable_encoder_2_4,1|3,36|44,4|6,loss
match_001519,matchup_0016,19,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,44,6,variable_2_4,1,36,4,variable_2_4|variable_encoder_2_4,1|1,36|40,4|0,win
match_001520,matchup_0016,20,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,0,47,0,variable_encoder_2_4,3,55,3,variable_encoder_2_4|variable_2_4,3|1,55|51,3|2,loss
match_001520,matchup_0016,20,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,1,55,3,variable_encoder_2_4,1,47,0,variable_encoder_2_4|variable_2_4,1|1,47|51,0|2,win
match_001520,matchup_0016,20,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,2,51,2,variable_encoder_2_4,1,47,0,variable_encoder_2_4|variable_encoder_2_4,1|3,47|55,0|3,loss
match_001521,matchup_0016,21,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,43,3,variable_encoder_2_4,1,46,3,variable_encoder_2_4|variable_encoder_2_4,1|3,46|36,3|3,loss
match_001521,matchup_0016,21,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,46,3,variable_2_4,1,43,3,variable_2_4|variable_encoder_2_4,1|3,43|36,3|3,win
match_001521,matchup_0016,21,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,36,3,variable_2_4,1,43,3,variable_2_4|variable_encoder_2_4,1|1,43|46,3|3,loss
match_001522,matchup_0016,22,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,0,49,3,variable_encoder_2_4,3,40,2,variable_encoder_2_4|variable_2_4,3|1,40|54,2|3,loss
match_001522,matchup_0016,22,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,1,40,2,variable_encoder_2_4,1,49,3,variable_encoder_2_4|variable_2_4,1|1,49|54,3|3,loss
match_001522,matchup_0016,22,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,2,54,3,variable_encoder_2_4,1,49,3,variable_encoder_2_4|variable_encoder_2_4,1|3,49|40,3|2,win
match_001523,matchup_0016,23,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,0,43,3,variable_2_4,1,52,3,variable_2_4|variable_encoder_2_4,1|3,52|50,3|0,loss
match_001523,matchup_0016,23,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,52,3,variable_encoder_2_4,1,43,3,variable_encoder_2_4|variable_encoder_2_4,1|3,43|50,3|0,win
match_001523,matchup_0016,23,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,50,0,variable_encoder_2_4,1,43,3,variable_encoder_2_4|variable_2_4,1|1,43|52,3|3,loss
match_001524,matchup_0016,24,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,0,58,5,variable_2_4,1,58,2,variable_2_4|variable_encoder_2_4,1|1,58|52,2|0,win
match_001524,matchup_0016,24,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,58,2,variable_encoder_2_4,3,58,5,variable_encoder_2_4|variable_encoder_2_4,3|1,58|52,5|0,loss
match_001524,matchup_0016,24,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,2,52,0,variable_encoder_2_4,3,58,5,variable_encoder_2_4|variable_2_4,3|1,58|58,5|2,loss
match_001525,matchup_0016,25,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,48,4,variable_encoder_2_4,3,46,0,variable_encoder_2_4|variable_encoder_2_4,3|1,46|57,0|4,loss
match_001525,matchup_0016,25,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,1,46,0,variable_2_4,1,48,4,variable_2_4|variable_encoder_2_4,1|1,48|57,4|4,loss
match_001525,matchup_0016,25,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,2,57,4,variable_2_4,1,48,4,variable_2_4|variable_encoder_2_4,1|3,48|46,4|0,win
match_001526,matchup_0016,26,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,0,53,3,variable_2_4,1,44,2,variable_2_4|variable_encoder_2_4,1|3,44|52,2|3,win
match_001526,matchup_0016,26,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,44,2,variable_encoder_2_4,1,53,3,variable_encoder_2_4|variable_encoder_2_4,1|3,53|52,3|3,loss
match_001526,matchup_0016,26,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,52,3,variable_encoder_2_4,1,53,3,variable_encoder_2_4|variable_2_4,1|1,53|44,3|2,loss
match_001527,matchup_0016,27,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,51,3,variable_encoder_2_4,3,34,1,variable_encoder_2_4|variable_encoder_2_4,3|1,34|46,1|3,win
match_001527,matchup_0016,27,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,1,34,1,variable_2_4,1,51,3,variable_2_4|variable_encoder_2_4,1|1,51|46,3|3,loss
match_001527,matchup_0016,27,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,2,46,3,variable_2_4,1,51,3,variable_2_4|variable_encoder_2_4,1|3,51|34,3|1,loss
match_001528,matchup_0016,28,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,0,54,3,variable_encoder_2_4,1,49,3,variable_encoder_2_4|variable_2_4,1|1,49|47,3|3,win
match_001528,matchup_0016,28,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,49,3,variable_encoder_2_4,3,54,3,variable_encoder_2_4|variable_2_4,3|1,54|47,3|3,loss
match_001528,matchup_0016,28,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,2,47,3,variable_encoder_2_4,3,54,3,variable_encoder_2_4|variable_encoder_2_4,3|1,54|49,3|3,loss
match_001529,matchup_0016,29,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,39,4,variable_encoder_2_4,1,40,0,variable_encoder_2_4|variable_encoder_2_4,1|3,40|48,0|3,loss
match_001529,matchup_0016,29,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,40,0,variable_2_4,1,39,4,variable_2_4|variable_encoder_2_4,1|3,39|48,4|3,loss
match_001529,matchup_0016,29,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,48,3,variable_2_4,1,39,4,variable_2_4|variable_encoder_2_4,1|1,39|40,4|0,win
match_001530,matchup_0016,30,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,0,54,4,variable_encoder_2_4,3,44,2,variable_encoder_2_4|variable_2_4,3|1,44|50,2|3,win
match_001530,matchup_0016,30,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,1,44,2,variable_encoder_2_4,1,54,4,variable_encoder_2_4|variable_2_4,1|1,54|50,4|3,loss
match_001530,matchup_0016,30,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,2,50,3,variable_encoder_2_4,1,54,4,variable_encoder_2_4|variable_encoder_2_4,1|3,54|44,4|2,loss
match_001531,matchup_0016,31,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,0,37,0,variable_2_4,1,42,4,variable_2_4|variable_encoder_2_4,1|3,42|46,4|3,loss
match_001531,matchup_0016,31,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,42,4,variable_encoder_2_4,1,37,0,variable_encoder_2_4|variable_encoder_2_4,1|3,37|46,0|3,loss
match_001531,matchup_0016,31,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,46,3,variable_encoder_2_4,1,37,0,variable_encoder_2_4|variable_2_4,1|1,37|42,0|4,win
match_001532,matchup_0016,32,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,0,50,1,variable_encoder_2_4,1,48,4,variable_encoder_2_4|variable_2_4,1|1,48|51,4|4,loss
match_001532,matchup_0016,32,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,48,4,variable_encoder_2_4,3,50,1,variable_encoder_2_4|variable_2_4,3|1,50|51,1|4,loss
match_001532,matchup_0016,32,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,2,51,4,variable_encoder_2_4,3,50,1,variable_encoder_2_4|variable_encoder_2_4,3|1,50|48,1|4,win
match_001533,matchup_0016,33,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,53,4,variable_encoder_2_4,3,51,1,variable_encoder_2_4|variable_encoder_2_4,3|1,51|43,1|3,win
match_001533,matchup_0016,33,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,1,51,1,variable_2_4,1,53,4,variable_2_4|variable_encoder_2_4,1|1,53|43,4|3,loss
match_001533,matchup_0016,33,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,2,43,3,variable_2_4,1,53,4,variable_2_4|variable_encoder_2_4,1|3,53|51,4|1,loss
match_001534,matchup_0016,34,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,0,43,2,variable_2_4,1,46,3,variable_2_4|variable_encoder_2_4,1|1,46|55,3|4,loss
match_001534,matchup_0016,34,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,46,3,variable_encoder_2_4,3,43,2,variable_encoder_2_4|variable_encoder_2_4,3|1,43|55,2|4,loss
match_001534,matchup_0016,34,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,2,55,4,variable_encoder_2_4,3,43,2,variable_encoder_2_4|variable_2_4,3|1,43|46,2|3,win
match_001535,matchup_0016,35,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,0,37,2,variable_2_4,1,45,5,variable_2_4|variable_encoder_2_4,1|1,45|40,5|1,loss
match_001535,matchup_0016,35,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,45,5,variable_encoder_2_4,3,37,2,variable_encoder_2_4|variable_encoder_2_4,3|1,37|40,2|1,win
match_001535,matchup_0016,35,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,2,40,1,variable_encoder_2_4,3,37,2,variable_encoder_2_4|variable_2_4,3|1,37|45,2|5,loss
match_001536,matchup_0016,36,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,0,50,2,variable_2_4,1,51,3,variable_2_4|variable_encoder_2_4,1|3,51|56,3|2,loss
match_001536,matchup_0016,36,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,51,3,variable_encoder_2_4,1,50,2,variable_encoder_2_4|variable_encoder_2_4,1|3,50|56,2|2,loss
match_001536,matchup_0016,36,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,56,2,variable_encoder_2_4,1,50,2,variable_encoder_2_4|variable_2_4,1|1,50|51,2|3,win
match_001537,matchup_0016,37,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,50,4,variable_encoder_2_4,3,54,2,variable_encoder_2_4|variable_encoder_2_4,3|1,54|49,2|4,loss
match_001537,matchup_0016,37,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,1,54,2,variable_2_4,1,50,4,variable_2_4|variable_encoder_2_4,1|1,50|49,4|4,win
match_001537,matchup_0016,37,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,2,49,4,variable_2_4,1,50,4,variable_2_4|variable_encoder_2_4,1|3,50|54,4|2,loss
match_001538,matchup_0016,38,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,46,7,variable_encoder_2_4,1,41,1,variable_encoder_2_4|variable_encoder_2_4,1|3,41|42,1|2,win
match_001538,matchup_0016,38,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,41,1,variable_2_4,1,46,7,variable_2_4|variable_encoder_2_4,1|3,46|42,7|2,loss
match_001538,matchup_0016,38,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,42,2,variable_2_4,1,46,7,variable_2_4|variable_encoder_2_4,1|1,46|41,7|1,loss
match_001539,matchup_0016,39,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,41,4,variable_encoder_2_4,1,48,3,variable_encoder_2_4|variable_encoder_2_4,1|3,48|52,3|0,loss
match_001539,matchup_0016,39,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,48,3,variable_2_4,1,41,4,variable_2_4|variable_encoder_2_4,1|3,41|52,4|0,loss
match_001539,matchup_0016,39,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,2,52,0,variable_2_4,1,41,4,variable_2_4|variable_encoder_2_4,1|1,41|48,4|3,win
match_001540,matchup_0016,40,variable_encoder_2_4,3,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_3/model.pt,0,43,0,variable_encoder_2_4,1,40,4,variable_encoder_2_4|variable_2_4,1|1,40|35,4|4,win
match_001540,matchup_0016,40,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,1,40,4,variable_encoder_2_4,3,43,0,variable_encoder_2_4|variable_2_4,3|1,43|35,0|4,loss
match_001540,matchup_0016,40,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,2,35,4,variable_encoder_2_4,3,43,0,variable_encoder_2_4|variable_encoder_2_4,3|1,43|40,0|4,loss
match_001541,matchup_0016,41,variable_encoder_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_encoder_2_4/repetition_1/model.pt,0,51,1,variable_encoder_2_4,3,51,2,variable_encoder_2_4|variable_2_4,3|1,51|41,2|1,loss
